11;深物业A;000011
12;南玻A;000012
14;沙河股份;000014
16;深康佳A;000016
19;深深宝A;000019
100;TCL集团;000100
151;中成股份;000151
153;丰原药业;000153
157;中联重科;000157
158;常山股份;000158
159;国际实业;000159
2;万科A;000002
20;深华发A;000020
22;深赤湾A;000022
23;深天地A;000023
24;招商地产;000024
25;特力A;000025
26;飞亚达A;000026
27;深圳能源;000027
29;深深房A;000029
31;中粮地产;000031
32;深桑达A;000032
36;华联控股;000036
39;中集集团;000039
301;东方市场;000301
338;潍柴动力;000338
400;许继电气;000400
401;冀东水泥;000401
402;金融街;000402
