04/29/14;1.1262
04/28/14;-2.3125
04/25/14;-1.8223
04/24/14;-1.2456
04/23/14;0.0363
04/22/14;-0.5565
04/21/14;-1.4747
04/18/14;0.1394
04/17/14;0.3627
04/16/14;-0.1001
04/15/14;-1.0284
04/14/14;0.4996
04/11/14;-0.6434
04/10/14;0.3593
04/09/14;0.7256
04/08/14;1.0174
04/04/14;1.2624
04/03/14;0.3732
04/02/14;0.1286
04/01/14;1.8101
03/31/14;-0.332
03/28/14;-2.1878
03/27/14;-2.0202
03/26/14;0.649
03/25/14;-0.1409
03/24/14;-0.3105
03/21/14;1.9652
03/20/14;-3.1047
03/19/14;-1.4749
03/18/14;0.2541
03/17/14;1.76
03/14/14;-0.599
03/13/14;1.4891
03/12/14;-0.4421
03/11/14;-0.0924
03/10/14;-3.5404
03/07/14;-0.522
03/06/14;-0.4579
03/05/14;-0.1103
03/04/14;-0.9457
03/03/14;1.3721
02/28/14;1.7753
02/27/14;-2.3269
02/26/14;0.2442
02/25/14;-4.1578
02/24/14;-0.2708
02/21/14;-0.3774
02/20/14;-2.0964
02/19/14;0.5006
02/18/14;-0.48
02/17/14;1.5434
02/14/14;1.4471
02/13/14;-1.3787
02/12/14;1.1287
02/11/14;-0.4493
02/10/14;3.5303
02/07/14;1.6186
01/30/14;-1.1027
01/29/14;0.7936
01/28/14;-0.7222
01/27/14;-0.4011
01/24/14;1.6525
01/23/14;0.7059
01/22/14;2.2851
01/21/14;1.1821
01/20/14;-1.0105
01/17/14;-1.332
01/16/14;-0.6185
01/15/14;1.2345
01/14/14;1.5118
01/13/14;-0.6445
01/10/14;-1.7049
01/09/14;-1.4994
01/08/14;0.629
01/07/14;0.7626
01/06/14;-2.3258
01/03/14;0.1831
01/02/14;1.5967
12/31/13;0.6005
12/30/13;0.0729
12/27/13;1.6383
12/26/13;-1.8545
12/25/13;1.0588
12/24/13;0.6941
12/23/13;-0.1261
12/20/13;-0.8726
12/19/13;-0.7608
12/18/13;0.2117
12/17/13;-0.4391
12/16/13;-1.6085
12/13/13;0.2483
12/12/13;0.7192
12/11/13;-0.7662
12/10/13;0.3269
12/09/13;0.6289
12/06/13;-0.1876
12/05/13;-0.8302
12/04/13;1.3969
12/03/13;2.0981
12/02/13;-4.8299
11/29/13;0.417
11/28/13;0.9085
11/27/13;1.5132
11/26/13;0.1498
11/25/13;-0.6013
11/22/13;-0.5649
11/21/13;-0.1343
11/20/13;0.5064
11/19/13;-0.0134
11/18/13;1.9079
11/15/13;1.5786
11/14/13;1.4401
11/13/13;-1.7263
11/12/13;0.4248
11/11/13;1.0122
11/08/13;-1.3678
11/07/13;-1.3681
11/06/13;-1.124
11/05/13;1.5308
11/04/13;0.784
11/01/13;-0.5023
10/31/13;-2.237
10/30/13;1.018
10/29/13;-0.9446
10/28/13;-0.2667
10/25/13;-2.7924
10/24/13;-0.6794
10/23/13;-2.6348
10/22/13;-1.136
10/21/13;2.5966
10/18/13;0.7353
10/17/13;-0.265
10/16/13;-2.0168
10/15/13;-1.0413
10/14/13;0.8405
