04/29/14;0.7381
04/28/14;-2.6813
04/25/14;-2.0918
04/24/14;-0.5227
04/23/14;-0.7296
04/22/14;-2.0284
04/21/14;-0.985
04/18/14;0.7186
04/17/14;0.6097
04/16/14;-0.7727
04/15/14;-0.2068
04/14/14;0.6473
04/11/14;-1.2485
04/10/14;0.7793
04/09/14;1.4268
04/08/14;0.3301
04/04/14;1.5505
04/03/14;-0.1361
04/02/14;-1.9976
04/01/14;2.0523
03/31/14;-0.2029
03/28/14;-2.7387
03/27/14;-3.5024
03/26/14;1.6339
03/25/14;-0.1768
03/24/14;-1.5879
03/21/14;0.1539
03/20/14;-3.3119
03/19/14;-1.3074
03/18/14;0.5567
03/17/14;3.026
03/14/14;-0.1973
03/13/14;2.6864
03/12/14;0.2474
03/11/14;-0.8002
03/10/14;-3.6655
03/07/14;-0.1311
03/06/14;-0.14
03/05/14;0.2825
03/04/14;-0.3199
03/03/14;2.1078
02/28/14;1.4305
02/27/14;-3.5013
02/26/14;-0.4554
02/25/14;-4.3723
02/24/14;1.3398
02/21/14;0.2971
02/20/14;-1.8932
02/19/14;-0.0608
02/18/14;-0.8517
02/17/14;2.8257
02/14/14;2.064
02/13/14;-3.5608
02/12/14;0.8391
02/11/14;-1.6907
02/10/14;1.3524
02/07/14;2.4538
01/30/14;-0.0367
01/29/14;1.7118
01/28/14;-0.4283
01/27/14;-0.4556
01/24/14;1.5673
01/23/14;2.0803
01/22/14;1.7474
01/21/14;2.5071
01/20/14;-1.6319
01/17/14;0.0248
01/16/14;-1.4244
01/15/14;1.0284
01/14/14;2.7978
01/13/14;0.701
01/10/14;-1.952
01/09/14;-1.7636
01/08/14;3.9006
01/07/14;2.1875
01/06/14;-2.1815
01/03/14;1.4881
01/02/14;2.1894
12/31/13;-0.271
12/30/13;1.0574
12/27/13;1.9509
12/26/13;-1.4597
12/25/13;2.3449
12/24/13;1.2888
12/23/13;-0.8701
12/20/13;-0.1887
12/19/13;0.0067
12/18/13;-0.9208
12/17/13;-0.9598
12/16/13;0.142
12/13/13;-0.0918
12/12/13;2.7973
12/11/13;1.0215
12/10/13;-0.7887
12/09/13;2.8946
12/06/13;0.3924
12/05/13;-3.0816
12/04/13;-1.1983
12/03/13;0.1116
12/02/13;-8.2603
11/29/13;2.2573
11/28/13;0.5404
11/27/13;2.9123
11/26/13;-0.15
11/25/13;-0.0982
11/22/13;-0.2992
11/21/13;-0.0239
11/20/13;0.0846
11/19/13;0.5433
11/18/13;1.7414
11/15/13;1.5512
11/14/13;3.101
11/13/13;-1.3242
11/12/13;1.2911
11/11/13;0.1304
11/08/13;-1.0571
11/07/13;-1.4285
11/06/13;-1.4473
11/05/13;3.0732
11/04/13;0.0404
11/01/13;-1.1002
10/31/13;-2.9637
10/30/13;0.92
10/29/13;-1.3577
10/28/13;0.7784
10/25/13;-2.065
10/24/13;-1.1668
10/23/13;-2.9058
10/22/13;-3.6042
10/21/13;3.7802
10/18/13;2.037
10/17/13;-0.9072
10/16/13;-3.9323
10/15/13;-0.2765
10/14/13;0.993
10/11/13;0.1271
10/10/13;-2.6617
10/09/13;2.03
10/08/13;1.4439
09/30/13;3.3354
09/27/13;1.3331
09/26/13;-1.2619
09/25/13;-0.4038
09/24/13;0.1744
09/23/13;2.8263
09/18/13;1.5978
09/17/13;-0.738
09/16/13;2.0224
09/13/13;2.6884
09/12/13;-0.0059
09/11/13;-3.3938
09/10/13;-0.9658
09/09/13;-0.5328
09/06/13;1.222
09/05/13;2.5001
09/04/13;0.1428
09/03/13;2.0164
09/02/13;2.1128
08/30/13;-3.3557
08/29/13;-0.1384
08/28/13;-1.8194
08/27/13;1.0159
08/26/13;1.5041
08/23/13;1.8954
08/22/13;1.337
08/21/13;0.4726
08/20/13;0.374
08/19/13;3.4729
08/16/13;-2.9996
08/15/13;-1.1487
08/14/13;0.7103
08/13/13;0.9
08/12/13;-0.908
08/09/13;-1.1329
08/08/13;0.8721
08/07/13;-2.9774
08/06/13;0.7441
08/05/13;1.176
08/02/13;-0.106
08/01/13;4.9468
07/31/13;0.8819
07/30/13;-1.133
07/29/13;-1.8449
07/26/13;0.6925
07/25/13;-4.398
07/24/13;2.0974
07/23/13;2.1509
07/22/13;3.3841
07/19/13;-1.0604
07/18/13;-0.134
07/17/13;-1.1997
07/16/13;0.3184
07/15/13;3.947
07/12/13;1.4354
07/11/13;1.1157
07/10/13;1.7266
07/09/13;1.9514
07/08/13;-2.5224
07/05/13;-2.8156
07/04/13;-1.5095
07/03/13;1.9691
07/02/13;2.5959
07/01/13;4.3672
06/28/13;-1.0606
06/27/13;-1.5855
06/26/13;5.507
06/25/13;1.3683
06/24/13;-5.2699
06/21/13;-0.3915
06/20/13;-3.5684
06/19/13;-0.4944
06/18/13;-0.0709
06/17/13;0.519
06/14/13;3.7766
